Star Rating,Review Title,Review Text,Review Submit Date and Time,App Version Code,Developer Reply Text
4,Highly recommended for beginners and,Highly recommended for beginners and pro investors alike. Setting up monthly SIPs is absolutely seamless and the auto-pay works flawlessly every single time. Keep up the great work and thank you for making investing simple.,2026-05-03 12:45:43 UTC,639,
5,Highly recommended for beginners and pro,Highly recommended for beginners and pro investors alike. Instant KYC was completed in under 15 minutes on a Sunday and I started my first investment immediately. Keep up the great work and thank you for making investing simple.,2026-05-03 12:45:18 UTC,655,
5,Highly recommended for beginners and pro,Highly recommended for beginners and pro investors alike. Setting up monthly SIPs is absolutely seamless and the auto-pay works flawlessly every single time. Five stars all the way!,2026-05-03 12:44:27 UTC,639,
1,Exporting my mutual fund,Exporting my mutual fund statement gives a server error. XIRR calculations in the exported Excel spreadsheet do not match the values shown in the mobile UI. This is a critical bug during tax filing season.,2026-05-03 12:31:53 UTC,611,
2,Downloading tax statements is,"Downloading tax statements is broken. It lacks detail on short-term vs long-term capital gains, making tax filing very complicated. Excel sheet format should be cleaned up.",2026-05-03 12:29:11 UTC,636,
4,I have been using this,I have been using this app for 2 years without a single issue. Instant KYC was completed in under 15 minutes on a Sunday and I started my first investment immediately. Kudos to the development team for such a brilliant product!,2026-05-03 11:55:39 UTC,615,
2,The onboarding UI is a,The onboarding UI is a bit confusing. I had to re-enter my personal details three times because the app crashed mid-way. Please simplify the verification screens.,2026-05-03 11:41:31 UTC,629,
4,I have been using,"I have been using this app for 2 years without a single issue. The app performance is extremely fast, charts load instantly, and the XIRR tracking is very transparent. Will definitely continue using this for all my wealth building.",2026-05-03 11:36:04 UTC,613,
1,The onboarding UI is,The onboarding UI is a bit confusing. The app freezes for 10 seconds right after entering the welcome screen OTP. Needs a smoother registration flow for non-tech-savvy users.,2026-05-03 11:34:28 UTC,621,
5,I have been using this app,I have been using this app for 2 years without a single issue. I love the side-by-side fund comparison tool and the portfolio overlap analysis which helped me rebalance. The dark mode is also beautifully implemented and comfortable.,2026-05-03 11:34:16 UTC,643,
5,Super smooth and,Super smooth and intuitive mutual fund interface. Low minimum investment limits of just 100 rupees make mutual funds highly accessible to everyone. Will definitely continue using this for all my wealth building.,2026-05-03 11:18:36 UTC,648,
1,Redemption request is,Redemption request is stuck in pending state for a week. Trying to update my primary bank account for withdrawal is locked and support ticket is ignored. Where is my money? Urgent response required.,2026-05-03 11:12:23 UTC,646,
5,Highly recommended for,Highly recommended for beginners and pro investors alike. I love the side-by-side fund comparison tool and the portfolio overlap analysis which helped me rebalance. The dark mode is also beautifully implemented and comfortable.,2026-05-03 10:53:00 UTC,627,
5,Super smooth and intuitive,Super smooth and intuitive mutual fund interface. Low minimum investment limits of just 100 rupees make mutual funds highly accessible to everyone. The dark mode is also beautifully implemented and comfortable.,2026-05-03 10:23:18 UTC,613,
4,Capital gains calculations are incorrect,Capital gains calculations are incorrect. XIRR calculations in the exported Excel spreadsheet do not match the values shown in the mobile UI. I need this statement urgently for my CA.,2026-05-03 10:18:44 UTC,641,
1,Onboarding took much longer than advertised,"Onboarding took much longer than advertised. The tutorial screens cannot be skipped, which is annoying for experienced investors. Otherwise, the rest of the application seems well-designed.",2026-05-03 10:02:29 UTC,644,
1,Money was debited,Money was debited from my bank account but my portfolio is not updated. The payment screen times out and crashes back to the dashboard during peak market hours. Very worried about where my hard-earned money went.,2026-05-03 09:52:53 UTC,636,
4,The design is incredibly beautiful and,The design is incredibly beautiful and fast. Instant KYC was completed in under 15 minutes on a Sunday and I started my first investment immediately. Will definitely continue using this for all my wealth building.,2026-05-03 09:33:14 UTC,621,
4,Capital gains calculations are incorrect,Capital gains calculations are incorrect. The system keeps throwing a 500 internal server error when I request my FY25 capital gains report. I need this statement urgently for my CA.,2026-05-03 09:31:43 UTC,615,
5,I have been using this app,I have been using this app for 2 years without a single issue. Setting up monthly SIPs is absolutely seamless and the auto-pay works flawlessly every single time. Kudos to the development team for such a brilliant product!,2026-05-03 08:49:18 UTC,655,
4,Too many steps required,"Too many steps required just to get started. Setting up fingerprint login resets my MPIN every single time I restart the phone. Otherwise, the rest of the application seems well-designed.",2026-05-03 08:40:38 UTC,637,
3,Video KYC is a nightmare,Video KYC is a nightmare. The live video verification call drops consistently after waiting in the queue for 15 minutes. Please fix this onboarding bug immediately.,2026-05-03 08:20:44 UTC,618,
1,Exporting my mutual fund,Exporting my mutual fund statement gives a server error. The download button in the tax section opens a 0 KB corrupt PDF that won't open in Acrobat. Excel sheet format should be cleaned up.,2026-05-03 07:50:19 UTC,642,
1,UPI transaction failed at the,UPI transaction failed at the last confirmation step. The payment screen times out and crashes back to the dashboard during peak market hours. Customer support only sends automated template replies about this.,2026-05-03 07:33:13 UTC,613,
5,Highly recommended for beginners and pro,Highly recommended for beginners and pro investors alike. I love the side-by-side fund comparison tool and the portfolio overlap analysis which helped me rebalance. The dark mode is also beautifully implemented and comfortable.,2026-05-03 06:31:59 UTC,645,
2,Unable to complete my onboarding profile,"Unable to complete my onboarding profile. I uploaded clear, high-resolution photos of my PAN and Aadhaar but the system keeps saying documents are illegible. Support is totally unresponsive to my tickets.",2026-05-03 06:18:38 UTC,645,
5,I have been,I have been using this app for 2 years without a single issue. I love the side-by-side fund comparison tool and the portfolio overlap analysis which helped me rebalance. The dark mode is also beautifully implemented and comfortable.,2026-05-03 06:09:14 UTC,655,
3,Exporting my mutual fund statement,"Exporting my mutual fund statement gives a server error. It lacks detail on short-term vs long-term capital gains, making tax filing very complicated. Excel sheet format should be cleaned up.",2026-05-03 06:01:37 UTC,650,
1,Withdrawal was rejected,"Withdrawal was rejected with no explanation given. Support claims the payout was successful, but my bank statement shows absolutely no deposit from their side. Where is my money? Urgent response required.",2026-05-03 05:00:43 UTC,634,
4,The annual portfolio,The annual portfolio report contains blank pages. The system keeps throwing a 500 internal server error when I request my FY25 capital gains report. Please fix the PDF export tool as soon as possible.,2026-05-03 04:58:45 UTC,612,
2,Onboarding took much longer than,Onboarding took much longer than advertised. Setting up fingerprint login resets my MPIN every single time I restart the phone. Decent app but onboarding friction is high.,2026-05-03 04:32:03 UTC,644,
2,The onboarding UI is a bit,The onboarding UI is a bit confusing. There are too many document requirements and no clear instructions on what size PDF to upload. Please simplify the verification screens.,2026-05-03 04:16:43 UTC,637,
5,Super smooth and intuitive,Super smooth and intuitive mutual fund interface. Setting up monthly SIPs is absolutely seamless and the auto-pay works flawlessly every single time. Will definitely continue using this for all my wealth building.,2026-05-03 04:15:33 UTC,629,
1,The annual portfolio report contains,The annual portfolio report contains blank pages. XIRR calculations in the exported Excel spreadsheet do not match the values shown in the mobile UI. Excel sheet format should be cleaned up.,2026-05-03 03:43:41 UTC,650,
5,Highly recommended for beginners,"Highly recommended for beginners and pro investors alike. The app performance is extremely fast, charts load instantly, and the XIRR tracking is very transparent. Five stars all the way!",2026-05-03 03:37:47 UTC,612,
4,The onboarding UI is a,"The onboarding UI is a bit confusing. The tutorial screens cannot be skipped, which is annoying for experienced investors. Needs a smoother registration flow for non-tech-savvy users.",2026-05-03 03:18:31 UTC,618,
1,Exporting my mutual fund statement gives,"Exporting my mutual fund statement gives a server error. It lacks detail on short-term vs long-term capital gains, making tax filing very complicated. Excel sheet format should be cleaned up.",2026-05-03 03:16:16 UTC,615,
2,Video KYC is,"Video KYC is a nightmare. I uploaded clear, high-resolution photos of my PAN and Aadhaar but the system keeps saying documents are illegible. Support is totally unresponsive to my tickets.",2026-05-03 03:08:37 UTC,653,
4,Downloading tax statements is broken,Downloading tax statements is broken. XIRR calculations in the exported Excel spreadsheet do not match the values shown in the mobile UI. This is a critical bug during tax filing season.,2026-05-03 02:53:30 UTC,617,
1,Downloading tax statements is broken,"Downloading tax statements is broken. My mutual fund transactions are listed correctly, but the overall summary values are blank. A simple share button is needed.",2026-05-03 02:19:41 UTC,655,
1,Double deduction occurred,Double deduction occurred during lumpsum investment. The payment was deducted twice for a single SIP installment and no refund has been initiated. Please process my allotment or refund my money immediately.,2026-05-03 02:17:05 UTC,637,
5,Highly recommended for beginners and pro,Highly recommended for beginners and pro investors alike. I love the side-by-side fund comparison tool and the portfolio overlap analysis which helped me rebalance. Keep up the great work and thank you for making investing simple.,2026-05-03 02:08:50 UTC,650,
5,I have been using this,I have been using this app for 2 years without a single issue. Low minimum investment limits of just 100 rupees make mutual funds highly accessible to everyone. The dark mode is also beautifully implemented and comfortable.,2026-05-03 02:07:48 UTC,637,
4,The design is incredibly,"The design is incredibly beautiful and fast. The app performance is extremely fast, charts load instantly, and the XIRR tracking is very transparent. Will definitely continue using this for all my wealth building.",2026-05-03 02:07:03 UTC,649,
3,Payout is delayed beyond the,"Payout is delayed beyond the promised T+2 days. I submitted a withdrawal request 10 days ago, the units were debited from my portfolio, but no money has reached my bank. I will file a complaint if my payout isn't processed today.",2026-05-03 01:59:31 UTC,635,
2,Unable to complete my onboarding profile,Unable to complete my onboarding profile. It gives a random error code during the signature upload step and resets the whole process. Extremely disappointed with the onboarding flow.,2026-05-03 01:53:28 UTC,617,
5,Highly recommended for beginners and pro,Highly recommended for beginners and pro investors alike. I love the side-by-side fund comparison tool and the portfolio overlap analysis which helped me rebalance. The dark mode is also beautifully implemented and comfortable.,2026-05-03 01:49:22 UTC,623,
5,Highly recommended for,Highly recommended for beginners and pro investors alike. Instant KYC was completed in under 15 minutes on a Sunday and I started my first investment immediately. Kudos to the development team for such a brilliant product!,2026-05-03 01:39:01 UTC,627,
5,Best investment app in India,Best investment app in India! Low minimum investment limits of just 100 rupees make mutual funds highly accessible to everyone. The dark mode is also beautifully implemented and comfortable.,2026-05-03 01:35:39 UTC,641,
3,Unable to withdraw my money from,"Unable to withdraw my money from liquid funds. I submitted a withdrawal request 10 days ago, the units were debited from my portfolio, but no money has reached my bank. Where is my money? Urgent response required.",2026-05-03 01:34:40 UTC,645,
2,App lock and biometric setup is,App lock and biometric setup is buggy. Setting up fingerprint login resets my MPIN every single time I restart the phone. Needs a smoother registration flow for non-tech-savvy users.,2026-05-03 00:56:48 UTC,622,
2,Autopay setup failed but bank still,"Autopay setup failed but bank still got linked. My bank statement confirms the debit, yet the app shows zero transaction history for this payment. Customer support only sends automated template replies about this.",2026-05-03 00:45:11 UTC,635,
5,Best investment app in India,Best investment app in India! Setting up monthly SIPs is absolutely seamless and the auto-pay works flawlessly every single time. Five stars all the way!,2026-05-03 00:33:36 UTC,647,
3,Too many steps required just,Too many steps required just to get started. There are too many document requirements and no clear instructions on what size PDF to upload. Needs a smoother registration flow for non-tech-savvy users.,2026-05-03 00:24:10 UTC,631,
5,Highly recommended for beginners and,Highly recommended for beginners and pro investors alike. Low minimum investment limits of just 100 rupees make mutual funds highly accessible to everyone. Five stars all the way!,2026-05-03 00:11:50 UTC,647,
4,The design is,"The design is incredibly beautiful and fast. The app performance is extremely fast, charts load instantly, and the XIRR tracking is very transparent. The dark mode is also beautifully implemented and comfortable.",2026-05-03 00:02:33 UTC,635,
5,I have been,I have been using this app for 2 years without a single issue. Low minimum investment limits of just 100 rupees make mutual funds highly accessible to everyone. Will definitely continue using this for all my wealth building.,2026-05-03 00:00:31 UTC,646,
5,Best investment app in,Best investment app in India! I love the side-by-side fund comparison tool and the portfolio overlap analysis which helped me rebalance. Five stars all the way!,2026-05-02 23:49:02 UTC,653,
3,Too many steps required,Too many steps required just to get started. There are too many document requirements and no clear instructions on what size PDF to upload. Needs a smoother registration flow for non-tech-savvy users.,2026-05-02 23:36:11 UTC,634,
1,KYC is extremely,"KYC is extremely frustrating. No human customer support agent is available to verify my uploaded documents. If this isn't resolved soon, I will switch to another investment app.",2026-05-02 23:33:42 UTC,636,
5,Best investment app in,Best investment app in India! I love the side-by-side fund comparison tool and the portfolio overlap analysis which helped me rebalance. Five stars all the way!,2026-05-02 23:28:56 UTC,611,
3,The interface is clean but the,The interface is clean but the sign-up process is tedious. The app freezes for 10 seconds right after entering the welcome screen OTP. Please simplify the verification screens.,2026-05-02 23:25:53 UTC,638,
2,Double deduction occurred,Double deduction occurred during lumpsum investment. I tried paying via HDFC net banking but it stuck at the gateway redirection page indefinitely. This payment gateway issue makes the app unreliable.,2026-05-02 23:23:29 UTC,612,
3,Document upload keeps,Document upload keeps failing. It gives a random error code during the signature upload step and resets the whole process. Support is totally unresponsive to my tickets.,2026-05-02 23:18:51 UTC,650,
1,Autopay setup failed but bank,"Autopay setup failed but bank still got linked. My bank statement confirms the debit, yet the app shows zero transaction history for this payment. Customer support only sends automated template replies about this.",2026-05-02 23:12:07 UTC,653,
5,The design is incredibly beautiful,The design is incredibly beautiful and fast. Instant KYC was completed in under 15 minutes on a Sunday and I started my first investment immediately. The dark mode is also beautifully implemented and comfortable.,2026-05-02 23:06:48 UTC,621,
5,The design is,The design is incredibly beautiful and fast. Instant KYC was completed in under 15 minutes on a Sunday and I started my first investment immediately. Kudos to the development team for such a brilliant product!,2026-05-02 22:40:25 UTC,651,
1,Withdrawal was rejected with no explanation,"Withdrawal was rejected with no explanation given. I submitted a withdrawal request 10 days ago, the units were debited from my portfolio, but no money has reached my bank. This delay is completely unacceptable for a financial app.",2026-05-02 22:36:30 UTC,652,
1,Unable to withdraw my money from,"Unable to withdraw my money from liquid funds. I submitted a withdrawal request 10 days ago, the units were debited from my portfolio, but no money has reached my bank. I will file a complaint if my payout isn't processed today.",2026-05-02 21:42:49 UTC,632,
1,Payout is delayed beyond the,"Payout is delayed beyond the promised T+2 days. The instant redemption feature says it transfers money in 30 minutes, but it has been 4 hours and nothing happened. This delay is completely unacceptable for a financial app.",2026-05-02 21:19:48 UTC,635,
5,Super smooth and,Super smooth and intuitive mutual fund interface. Setting up monthly SIPs is absolutely seamless and the auto-pay works flawlessly every single time. Kudos to the development team for such a brilliant product!,2026-05-02 21:19:21 UTC,631,
2,Net banking payment is completely broken,"Net banking payment is completely broken on this app. My bank statement confirms the debit, yet the app shows zero transaction history for this payment. Customer support only sends automated template replies about this.",2026-05-02 21:12:44 UTC,635,
4,The annual portfolio report contains,The annual portfolio report contains blank pages. XIRR calculations in the exported Excel spreadsheet do not match the values shown in the mobile UI. A simple share button is needed.,2026-05-02 20:56:45 UTC,628,
5,The design is incredibly,"The design is incredibly beautiful and fast. The app performance is extremely fast, charts load instantly, and the XIRR tracking is very transparent. The dark mode is also beautifully implemented and comfortable.",2026-05-02 20:54:53 UTC,648,
1,Redemption request is stuck in,"Redemption request is stuck in pending state for a week. I submitted a withdrawal request 10 days ago, the units were debited from my portfolio, but no money has reached my bank. Very disappointed with this lack of liquidity control.",2026-05-02 20:39:08 UTC,631,
1,Document upload keeps failing,Document upload keeps failing. It gives a random error code during the signature upload step and resets the whole process. Not a good start for a new investor.,2026-05-02 20:00:30 UTC,641,
4,App lock and,"App lock and biometric setup is buggy. The tutorial screens cannot be skipped, which is annoying for experienced investors. Hoping the actual investing experience is better than the sign-up.",2026-05-02 19:51:48 UTC,624,
1,Money was debited from my,"Money was debited from my bank account but my portfolio is not updated. I invested 10,000 rupees via UPI, the bank sent a success SMS, but the app displays a payment failed screen. Hoping my money is safe with this platform.",2026-05-02 19:33:19 UTC,625,
2,Net banking payment is completely,"Net banking payment is completely broken on this app. My bank statement confirms the debit, yet the app shows zero transaction history for this payment. Customer support only sends automated template replies about this.",2026-05-02 19:15:24 UTC,623,
1,Exporting my mutual,Exporting my mutual fund statement gives a server error. The download button in the tax section opens a 0 KB corrupt PDF that won't open in Acrobat. This is a critical bug during tax filing season.,2026-05-02 18:54:17 UTC,621,
1,Unable to withdraw my money from,"Unable to withdraw my money from liquid funds. The instant redemption feature says it transfers money in 30 minutes, but it has been 4 hours and nothing happened. Zero transparency on withdrawal status.",2026-05-02 18:53:36 UTC,645,
2,Stuck in verification when trying,Stuck in verification when trying to redeem mutual funds. Trying to update my primary bank account for withdrawal is locked and support ticket is ignored. Zero transparency on withdrawal status.,2026-05-02 18:36:31 UTC,626,
4,Onboarding took much longer than advertised,Onboarding took much longer than advertised. I had to re-enter my personal details three times because the app crashed mid-way. Needs a smoother registration flow for non-tech-savvy users.,2026-05-02 18:02:47 UTC,626,
3,Payout is delayed beyond,Payout is delayed beyond the promised T+2 days. Trying to update my primary bank account for withdrawal is locked and support ticket is ignored. Very disappointed with this lack of liquidity control.,2026-05-02 17:57:43 UTC,612,
1,Document upload keeps failing,"Document upload keeps failing. The live video verification call drops consistently after waiting in the queue for 15 minutes. If this isn't resolved soon, I will switch to another investment app.",2026-05-02 17:45:20 UTC,649,
2,Downloading tax statements is broken,"Downloading tax statements is broken. It lacks detail on short-term vs long-term capital gains, making tax filing very complicated. Excel sheet format should be cleaned up.",2026-05-02 17:24:46 UTC,632,
3,Withdrawal was rejected with no explanation,"Withdrawal was rejected with no explanation given. I submitted a withdrawal request 10 days ago, the units were debited from my portfolio, but no money has reached my bank. This delay is completely unacceptable for a financial app.",2026-05-02 17:20:13 UTC,650,
2,The annual portfolio report contains,"The annual portfolio report contains blank pages. It lacks detail on short-term vs long-term capital gains, making tax filing very complicated. This is a critical bug during tax filing season.",2026-05-02 17:19:43 UTC,620,
2,The annual portfolio report,The annual portfolio report contains blank pages. The system keeps throwing a 500 internal server error when I request my FY25 capital gains report. I need this statement urgently for my CA.,2026-05-02 17:09:28 UTC,634,
5,The design is incredibly beautiful and,"The design is incredibly beautiful and fast. The app performance is extremely fast, charts load instantly, and the XIRR tracking is very transparent. Keep up the great work and thank you for making investing simple.",2026-05-02 16:57:44 UTC,633,
5,I have been using,I have been using this app for 2 years without a single issue. Setting up monthly SIPs is absolutely seamless and the auto-pay works flawlessly every single time. Five stars all the way!,2026-05-02 16:55:45 UTC,638,
5,Best investment app in India,"Best investment app in India! The app performance is extremely fast, charts load instantly, and the XIRR tracking is very transparent. Kudos to the development team for such a brilliant product!",2026-05-02 16:54:33 UTC,646,
5,Best investment app in,Best investment app in India! I love the side-by-side fund comparison tool and the portfolio overlap analysis which helped me rebalance. Keep up the great work and thank you for making investing simple.,2026-05-02 16:48:21 UTC,627,
5,Best investment app in India,Best investment app in India! Low minimum investment limits of just 100 rupees make mutual funds highly accessible to everyone. Keep up the great work and thank you for making investing simple.,2026-05-02 16:41:45 UTC,627,
2,Unable to withdraw my money,"Unable to withdraw my money from liquid funds. I submitted a withdrawal request 10 days ago, the units were debited from my portfolio, but no money has reached my bank. I will file a complaint if my payout isn't processed today.",2026-05-02 16:07:47 UTC,615,
4,Exporting my mutual fund statement gives,Exporting my mutual fund statement gives a server error. XIRR calculations in the exported Excel spreadsheet do not match the values shown in the mobile UI. Please fix the PDF export tool as soon as possible.,2026-05-02 15:58:59 UTC,632,
2,UPI transaction failed,"UPI transaction failed at the last confirmation step. My bank statement confirms the debit, yet the app shows zero transaction history for this payment. Hoping my money is safe with this platform.",2026-05-02 15:33:54 UTC,638,
3,Money was debited,Money was debited from my bank account but my portfolio is not updated. The payment screen times out and crashes back to the dashboard during peak market hours. Customer support only sends automated template replies about this.,2026-05-02 15:26:16 UTC,622,
2,Wish there was a,"Wish there was a better way to export watchlist data. It lacks detail on short-term vs long-term capital gains, making tax filing very complicated. Excel sheet format should be cleaned up.",2026-05-02 15:23:26 UTC,650,
2,Withdrawal was rejected,"Withdrawal was rejected with no explanation given. I submitted a withdrawal request 10 days ago, the units were debited from my portfolio, but no money has reached my bank. This delay is completely unacceptable for a financial app.",2026-05-02 15:20:13 UTC,643,
2,Money was debited from my,Money was debited from my bank account but my portfolio is not updated. The payment screen times out and crashes back to the dashboard during peak market hours. Customer support only sends automated template replies about this.,2026-05-02 14:46:45 UTC,643,
2,Double deduction occurred during,"Double deduction occurred during lumpsum investment. My bank statement confirms the debit, yet the app shows zero transaction history for this payment. Hoping my money is safe with this platform.",2026-05-02 14:45:09 UTC,633,
5,The design is,The design is incredibly beautiful and fast. Low minimum investment limits of just 100 rupees make mutual funds highly accessible to everyone. Kudos to the development team for such a brilliant product!,2026-05-02 14:19:13 UTC,610,
1,Net banking payment is completely broken,"Net banking payment is completely broken on this app. My bank statement confirms the debit, yet the app shows zero transaction history for this payment. Very worried about where my hard-earned money went.",2026-05-02 14:14:32 UTC,610,
1,UPI transaction failed at the last,UPI transaction failed at the last confirmation step. The payment was deducted twice for a single SIP installment and no refund has been initiated. Very worried about where my hard-earned money went.,2026-05-02 14:12:49 UTC,638,
2,Withdrawal was rejected with no explanation,"Withdrawal was rejected with no explanation given. Support claims the payout was successful, but my bank statement shows absolutely no deposit from their side. This delay is completely unacceptable for a financial app.",2026-05-02 14:00:24 UTC,622,
4,Downloading tax statements is broken,Downloading tax statements is broken. The download button in the tax section opens a 0 KB corrupt PDF that won't open in Acrobat. Excel sheet format should be cleaned up.,2026-05-02 13:44:40 UTC,648,
4,Onboarding took much longer than,Onboarding took much longer than advertised. There are too many document requirements and no clear instructions on what size PDF to upload. Needs a smoother registration flow for non-tech-savvy users.,2026-05-02 13:42:49 UTC,617,
1,Too many steps required just,"Too many steps required just to get started. The tutorial screens cannot be skipped, which is annoying for experienced investors. Hoping the actual investing experience is better than the sign-up.",2026-05-02 13:32:40 UTC,649,
1,Net banking payment is completely,Net banking payment is completely broken on this app. The payment screen times out and crashes back to the dashboard during peak market hours. Please process my allotment or refund my money immediately.,2026-05-02 13:26:07 UTC,622,
4,Exporting my mutual,"Exporting my mutual fund statement gives a server error. It lacks detail on short-term vs long-term capital gains, making tax filing very complicated. Please fix the PDF export tool as soon as possible.",2026-05-02 13:22:57 UTC,613,
4,The interface is clean but,"The interface is clean but the sign-up process is tedious. The tutorial screens cannot be skipped, which is annoying for experienced investors. Needs a smoother registration flow for non-tech-savvy users.",2026-05-02 12:45:50 UTC,618,
4,The design is incredibly,The design is incredibly beautiful and fast. Low minimum investment limits of just 100 rupees make mutual funds highly accessible to everyone. Keep up the great work and thank you for making investing simple.,2026-05-02 12:43:18 UTC,623,
3,Net banking payment is completely,Net banking payment is completely broken on this app. The payment screen times out and crashes back to the dashboard during peak market hours. Customer support only sends automated template replies about this.,2026-05-02 12:40:58 UTC,625,
3,Video KYC is a,"Video KYC is a nightmare. The live video verification call drops consistently after waiting in the queue for 15 minutes. If this isn't resolved soon, I will switch to another investment app.",2026-05-02 11:05:05 UTC,618,
1,Payout is delayed beyond the promised,"Payout is delayed beyond the promised T+2 days. I submitted a withdrawal request 10 days ago, the units were debited from my portfolio, but no money has reached my bank. I will file a complaint if my payout isn't processed today.",2026-05-02 11:01:01 UTC,654,
5,I have been,I have been using this app for 2 years without a single issue. Low minimum investment limits of just 100 rupees make mutual funds highly accessible to everyone. The dark mode is also beautifully implemented and comfortable.,2026-05-02 10:47:11 UTC,655,
4,Onboarding took much longer than,Onboarding took much longer than advertised. Setting up fingerprint login resets my MPIN every single time I restart the phone. Decent app but onboarding friction is high.,2026-05-02 10:27:26 UTC,618,
2,Video KYC is a,Video KYC is a nightmare. It gives a random error code during the signature upload step and resets the whole process. Not a good start for a new investor.,2026-05-02 10:18:11 UTC,652,
4,The interface is clean but the,The interface is clean but the sign-up process is tedious. Setting up fingerprint login resets my MPIN every single time I restart the phone. Decent app but onboarding friction is high.,2026-05-02 10:17:55 UTC,624,
4,The design is,"The design is incredibly beautiful and fast. The app performance is extremely fast, charts load instantly, and the XIRR tracking is very transparent. Kudos to the development team for such a brilliant product!",2026-05-02 10:09:32 UTC,615,
4,Capital gains calculations are,Capital gains calculations are incorrect. XIRR calculations in the exported Excel spreadsheet do not match the values shown in the mobile UI. This is a critical bug during tax filing season.,2026-05-02 09:46:57 UTC,639,
1,Money was debited from my bank,Money was debited from my bank account but my portfolio is not updated. The payment screen times out and crashes back to the dashboard during peak market hours. Hoping my money is safe with this platform.,2026-05-02 09:44:27 UTC,615,
4,Super smooth and intuitive mutual,"Super smooth and intuitive mutual fund interface. The app performance is extremely fast, charts load instantly, and the XIRR tracking is very transparent. Will definitely continue using this for all my wealth building.",2026-05-02 09:38:06 UTC,648,
5,Highly recommended for beginners and,Highly recommended for beginners and pro investors alike. Instant KYC was completed in under 15 minutes on a Sunday and I started my first investment immediately. Will definitely continue using this for all my wealth building.,2026-05-02 09:25:37 UTC,614,
4,The annual portfolio report contains blank,"The annual portfolio report contains blank pages. It lacks detail on short-term vs long-term capital gains, making tax filing very complicated. A simple share button is needed.",2026-05-02 09:16:33 UTC,654,
5,Highly recommended for beginners and,Highly recommended for beginners and pro investors alike. Low minimum investment limits of just 100 rupees make mutual funds highly accessible to everyone. Keep up the great work and thank you for making investing simple.,2026-05-02 09:05:50 UTC,645,
3,UPI transaction failed at the,"UPI transaction failed at the last confirmation step. My bank statement confirms the debit, yet the app shows zero transaction history for this payment. Customer support only sends automated template replies about this.",2026-05-02 09:02:59 UTC,647,
5,Super smooth and intuitive mutual fund,Super smooth and intuitive mutual fund interface. Low minimum investment limits of just 100 rupees make mutual funds highly accessible to everyone. Keep up the great work and thank you for making investing simple.,2026-05-02 09:01:29 UTC,610,
1,Wish there was,Wish there was a better way to export watchlist data. The download button in the tax section opens a 0 KB corrupt PDF that won't open in Acrobat. I need this statement urgently for my CA.,2026-05-02 09:00:45 UTC,619,
4,The design is incredibly beautiful and,The design is incredibly beautiful and fast. Low minimum investment limits of just 100 rupees make mutual funds highly accessible to everyone. Kudos to the development team for such a brilliant product!,2026-05-02 08:40:54 UTC,644,
5,Best investment app in India,Best investment app in India! I love the side-by-side fund comparison tool and the portfolio overlap analysis which helped me rebalance. The dark mode is also beautifully implemented and comfortable.,2026-05-02 08:30:08 UTC,655,
2,Double deduction occurred,"Double deduction occurred during lumpsum investment. I invested 10,000 rupees via UPI, the bank sent a success SMS, but the app displays a payment failed screen. Hoping my money is safe with this platform.",2026-05-02 08:24:22 UTC,647,
4,The annual portfolio,The annual portfolio report contains blank pages. The download button in the tax section opens a 0 KB corrupt PDF that won't open in Acrobat. I need this statement urgently for my CA.,2026-05-02 08:18:54 UTC,627,
1,Document upload keeps,Document upload keeps failing. It gives a random error code during the signature upload step and resets the whole process. Extremely disappointed with the onboarding flow.,2026-05-02 08:15:53 UTC,617,
4,Downloading tax statements is broken,Downloading tax statements is broken. XIRR calculations in the exported Excel spreadsheet do not match the values shown in the mobile UI. I need this statement urgently for my CA.,2026-05-02 08:10:25 UTC,621,
5,The design is incredibly beautiful and,The design is incredibly beautiful and fast. Setting up monthly SIPs is absolutely seamless and the auto-pay works flawlessly every single time. Keep up the great work and thank you for making investing simple.,2026-05-02 08:07:45 UTC,654,
1,Autopay setup failed but bank,Autopay setup failed but bank still got linked. The payment was deducted twice for a single SIP installment and no refund has been initiated. This payment gateway issue makes the app unreliable.,2026-05-02 07:29:34 UTC,619,
1,Downloading tax statements is,"Downloading tax statements is broken. My mutual fund transactions are listed correctly, but the overall summary values are blank. I need this statement urgently for my CA.",2026-05-02 07:21:15 UTC,625,
4,I have been using,"I have been using this app for 2 years without a single issue. The app performance is extremely fast, charts load instantly, and the XIRR tracking is very transparent. Five stars all the way!",2026-05-02 07:20:15 UTC,618,
4,App lock and,App lock and biometric setup is buggy. The app freezes for 10 seconds right after entering the welcome screen OTP. Hoping the actual investing experience is better than the sign-up.,2026-05-02 07:19:56 UTC,655,
4,The design is incredibly beautiful,The design is incredibly beautiful and fast. Instant KYC was completed in under 15 minutes on a Sunday and I started my first investment immediately. Will definitely continue using this for all my wealth building.,2026-05-02 07:18:38 UTC,652,
5,Best investment app,Best investment app in India! Setting up monthly SIPs is absolutely seamless and the auto-pay works flawlessly every single time. Will definitely continue using this for all my wealth building.,2026-05-02 07:05:21 UTC,614,
5,Highly recommended for beginners,Highly recommended for beginners and pro investors alike. Low minimum investment limits of just 100 rupees make mutual funds highly accessible to everyone. Five stars all the way!,2026-05-02 06:59:42 UTC,654,
